Litter_Bag_ID,Variable,Value,Protocol_ID,Units,Lab_Group
XN8,Acid.Detergent.Fiber.DM,48.5,nIR,% dry mass,Steve Allison
XN9,Acid.Detergent.Fiber.DM,,nIR,% dry mass,Steve Allison
XX1,Acid.Detergent.Fiber.DM,45.6,nIR,% dry mass,Steve Allison
XX10,Acid.Detergent.Fiber.DM,,nIR,% dry mass,Steve Allison
XX2,Acid.Detergent.Fiber.DM,47.2,nIR,% dry mass,Steve Allison
XX3,Acid.Detergent.Fiber.DM,47.3,nIR,% dry mass,Steve Allison
XX4,Acid.Detergent.Fiber.DM,47,nIR,% dry mass,Steve Allison
XX5,Acid.Detergent.Fiber.DM,47.7,nIR,% dry mass,Steve Allison
XX6,Acid.Detergent.Fiber.DM,49.2,nIR,% dry mass,Steve Allison
XX7,Acid.Detergent.Fiber.DM,47.5,nIR,% dry mass,Steve Allison
XX8,Acid.Detergent.Fiber.DM,47.5,nIR,% dry mass,Steve Allison
XX9,Acid.Detergent.Fiber.DM,,nIR,% dry mass,Steve Allison
11ALA1A,Neutral.Detergent.Fiber.DM,73.8,nIR,% dry mass,Steve Allison
11ALA1B,Neutral.Detergent.Fiber.DM,76.5,nIR,% dry mass,Steve Allison
11ALA2A,Neutral.Detergent.Fiber.DM,76.3,nIR,% dry mass,Steve Allison
11ALA2B,Neutral.Detergent.Fiber.DM,74.9,nIR,% dry mass,Steve Allison
11ALA3A,Neutral.Detergent.Fiber.DM,75.7,nIR,% dry mass,Steve Allison
11ALA3B,Neutral.Detergent.Fiber.DM,71.7,nIR,% dry mass,Steve Allison
11ALB1A,Neutral.Detergent.Fiber.DM,76.1,nIR,% dry mass,Steve Allison
11ALB1B,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11ALB2A,Neutral.Detergent.Fiber.DM,77.9,nIR,% dry mass,Steve Allison
11ALB2B,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11ALB3A,Neutral.Detergent.Fiber.DM,73.8,nIR,% dry mass,Steve Allison
11ALB3B,Neutral.Detergent.Fiber.DM,77.5,nIR,% dry mass,Steve Allison
11ARA1A,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11ARA1B,Neutral.Detergent.Fiber.DM,74.5,nIR,% dry mass,Steve Allison
11ARA1C,Neutral.Detergent.Fiber.DM,75.2,nIR,% dry mass,Steve Allison
11ARA2A,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11ARA2B,Neutral.Detergent.Fiber.DM,75.9,nIR,% dry mass,Steve Allison
11ARA2C,Neutral.Detergent.Fiber.DM,73.7,nIR,% dry mass,Steve Allison
11ARA3A,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11ARA3B,Neutral.Detergent.Fiber.DM,74.9,nIR,% dry mass,Steve Allison
11ARA3C,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11ARB1A,Neutral.Detergent.Fiber.DM,76.3,nIR,% dry mass,Steve Allison
11ARB1B,Neutral.Detergent.Fiber.DM,80.3,nIR,% dry mass,Steve Allison
11ARB2A,Neutral.Detergent.Fiber.DM,79.1,nIR,% dry mass,Steve Allison
11ARB2B,Neutral.Detergent.Fiber.DM,77.7,nIR,% dry mass,Steve Allison
11ARB3A,Neutral.Detergent.Fiber.DM,79.4,nIR,% dry mass,Steve Allison
11ARB3B,Neutral.Detergent.Fiber.DM,79.2,nIR,% dry mass,Steve Allison
11ARC1A,Neutral.Detergent.Fiber.DM,73.8,nIR,% dry mass,Steve Allison
11ARC1C,Neutral.Detergent.Fiber.DM,75.1,nIR,% dry mass,Steve Allison
11ARC2A,Neutral.Detergent.Fiber.DM,71.3,nIR,% dry mass,Steve Allison
11ARC2C,Neutral.Detergent.Fiber.DM,67.8,nIR,% dry mass,Steve Allison
11ARC3A,Neutral.Detergent.Fiber.DM,70.4,nIR,% dry mass,Steve Allison
11ARC3C,Neutral.Detergent.Fiber.DM,68.7,nIR,% dry mass,Steve Allison
11C31,Neutral.Detergent.Fiber.DM,67,nIR,% dry mass,Steve Allison
11C32,Neutral.Detergent.Fiber.DM,65.8,nIR,% dry mass,Steve Allison
11C33,Neutral.Detergent.Fiber.DM,65.9,nIR,% dry mass,Steve Allison
11C34,Neutral.Detergent.Fiber.DM,66,nIR,% dry mass,Steve Allison
11CLA1A,Neutral.Detergent.Fiber.DM,72.6,nIR,% dry mass,Steve Allison
11CLA1C,Neutral.Detergent.Fiber.DM,67.7,nIR,% dry mass,Steve Allison
11CLA2A,Neutral.Detergent.Fiber.DM,73.8,nIR,% dry mass,Steve Allison
11CLA2C,Neutral.Detergent.Fiber.DM,71.8,nIR,% dry mass,Steve Allison
11CLA3A,Neutral.Detergent.Fiber.DM,71.3,nIR,% dry mass,Steve Allison
11CLA3C,Neutral.Detergent.Fiber.DM,67.7,nIR,% dry mass,Steve Allison
11CLC1A,Neutral.Detergent.Fiber.DM,69.9,nIR,% dry mass,Steve Allison
11CLC1C,Neutral.Detergent.Fiber.DM,70,nIR,% dry mass,Steve Allison
11CLC2A,Neutral.Detergent.Fiber.DM,63.6,nIR,% dry mass,Steve Allison
11CLC2C,Neutral.Detergent.Fiber.DM,72.5,nIR,% dry mass,Steve Allison
11CLC3A,Neutral.Detergent.Fiber.DM,62.4,nIR,% dry mass,Steve Allison
11CLC3C,Neutral.Detergent.Fiber.DM,70.9,nIR,% dry mass,Steve Allison
11DLA1A,Neutral.Detergent.Fiber.DM,77.3,nIR,% dry mass,Steve Allison
11DLA1B,Neutral.Detergent.Fiber.DM,78.9,nIR,% dry mass,Steve Allison
11DLA1C,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11DLA2A,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11DLA2B,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11DLA2C,Neutral.Detergent.Fiber.DM,76.1,nIR,% dry mass,Steve Allison
11DLA3A,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11DLA3B,Neutral.Detergent.Fiber.DM,71.5,nIR,% dry mass,Steve Allison
11DLA3C,Neutral.Detergent.Fiber.DM,74.7,nIR,% dry mass,Steve Allison
11DLB1A,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11DLB1B,Neutral.Detergent.Fiber.DM,77.6,nIR,% dry mass,Steve Allison
11DLB2A,Neutral.Detergent.Fiber.DM,78.9,nIR,% dry mass,Steve Allison
11DLB2B,Neutral.Detergent.Fiber.DM,79.8,nIR,% dry mass,Steve Allison
11DLB3A,Neutral.Detergent.Fiber.DM,80.7,nIR,% dry mass,Steve Allison
11DLB3B,Neutral.Detergent.Fiber.DM,79.1,nIR,% dry mass,Steve Allison
11DLC1A,Neutral.Detergent.Fiber.DM,71.5,nIR,% dry mass,Steve Allison
11DLC1C,Neutral.Detergent.Fiber.DM,69.6,nIR,% dry mass,Steve Allison
11DLC2A,Neutral.Detergent.Fiber.DM,75.9,nIR,% dry mass,Steve Allison
11DLC2C,Neutral.Detergent.Fiber.DM,74.6,nIR,% dry mass,Steve Allison
11DLC3A,Neutral.Detergent.Fiber.DM,74.5,nIR,% dry mass,Steve Allison
11DLC3C,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11DRA1A,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11DRA1B,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11DRA2A,Neutral.Detergent.Fiber.DM,77.7,nIR,% dry mass,Steve Allison
11DRA2B,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11DRA3A,Neutral.Detergent.Fiber.DM,76,nIR,% dry mass,Steve Allison
11DRA3B,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11DRB1A,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11DRB1B,Neutral.Detergent.Fiber.DM,79.9,nIR,% dry mass,Steve Allison
11DRB2A,Neutral.Detergent.Fiber.DM,75.8,nIR,% dry mass,Steve Allison
11DRB2B,Neutral.Detergent.Fiber.DM,78.4,nIR,% dry mass,Steve Allison
11DRB3A,Neutral.Detergent.Fiber.DM,77.1,nIR,% dry mass,Steve Allison
11DRB3B,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11ERA1A,Neutral.Detergent.Fiber.DM,72.3,nIR,% dry mass,Steve Allison
11ERA1C,Neutral.Detergent.Fiber.DM,70.9,nIR,% dry mass,Steve Allison
11ERA2A,Neutral.Detergent.Fiber.DM,74.5,nIR,% dry mass,Steve Allison
11ERA2C,Neutral.Detergent.Fiber.DM,73.3,nIR,% dry mass,Steve Allison
11ERA3A,Neutral.Detergent.Fiber.DM,70.6,nIR,% dry mass,Steve Allison
11ERA3C,Neutral.Detergent.Fiber.DM,75.2,nIR,% dry mass,Steve Allison
11ERC1A,Neutral.Detergent.Fiber.DM,69.2,nIR,% dry mass,Steve Allison
11ERC1C,Neutral.Detergent.Fiber.DM,68.2,nIR,% dry mass,Steve Allison
11ERC2A,Neutral.Detergent.Fiber.DM,70.1,nIR,% dry mass,Steve Allison
11ERC2C,Neutral.Detergent.Fiber.DM,68.3,nIR,% dry mass,Steve Allison
11ERC3A,Neutral.Detergent.Fiber.DM,61.2,nIR,% dry mass,Steve Allison
11ERC3C,Neutral.Detergent.Fiber.DM,56.1,nIR,% dry mass,Steve Allison
11GLA1A,Neutral.Detergent.Fiber.DM,69.6,nIR,% dry mass,Steve Allison
11GLA1C,Neutral.Detergent.Fiber.DM,70.1,nIR,% dry mass,Steve Allison
11GLA2A,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11GLA2C,Neutral.Detergent.Fiber.DM,72.1,nIR,% dry mass,Steve Allison
11GLA3A,Neutral.Detergent.Fiber.DM,74.9,nIR,% dry mass,Steve Allison
11GLA3C,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11GLC1A,Neutral.Detergent.Fiber.DM,66.5,nIR,% dry mass,Steve Allison
11GLC1C,Neutral.Detergent.Fiber.DM,65.8,nIR,% dry mass,Steve Allison
11GLC2A,Neutral.Detergent.Fiber.DM,71.9,nIR,% dry mass,Steve Allison
11GLC2C,Neutral.Detergent.Fiber.DM,67,nIR,% dry mass,Steve Allison
11GLC3A,Neutral.Detergent.Fiber.DM,74.6,nIR,% dry mass,Steve Allison
11GLC3C,Neutral.Detergent.Fiber.DM,73.7,nIR,% dry mass,Steve Allison
11HLA1A,Neutral.Detergent.Fiber.DM,73.2,nIR,% dry mass,Steve Allison
11HLA1B,Neutral.Detergent.Fiber.DM,76.3,nIR,% dry mass,Steve Allison
11HLA1C,Neutral.Detergent.Fiber.DM,77.6,nIR,% dry mass,Steve Allison
11HLA2A,Neutral.Detergent.Fiber.DM,76.2,nIR,% dry mass,Steve Allison
11HLA2B,Neutral.Detergent.Fiber.DM,78.9,nIR,% dry mass,Steve Allison
11HLA2C,Neutral.Detergent.Fiber.DM,75.9,nIR,% dry mass,Steve Allison
11HLA3A,Neutral.Detergent.Fiber.DM,74.1,nIR,% dry mass,Steve Allison
11HLA3B,Neutral.Detergent.Fiber.DM,73.2,nIR,% dry mass,Steve Allison
11HLA3C,Neutral.Detergent.Fiber.DM,75.3,nIR,% dry mass,Steve Allison
11HLB1A,Neutral.Detergent.Fiber.DM,76.3,nIR,% dry mass,Steve Allison
11HLB1B,Neutral.Detergent.Fiber.DM,79.6,nIR,% dry mass,Steve Allison
11HLB2A,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11HLB2B,Neutral.Detergent.Fiber.DM,80,nIR,% dry mass,Steve Allison
11HLB3A,Neutral.Detergent.Fiber.DM,76.5,nIR,% dry mass,Steve Allison
11HLB3B,Neutral.Detergent.Fiber.DM,74.5,nIR,% dry mass,Steve Allison
11HLC1A,Neutral.Detergent.Fiber.DM,74.2,nIR,% dry mass,Steve Allison
11HLC1C,Neutral.Detergent.Fiber.DM,69.3,nIR,% dry mass,Steve Allison
11HLC2A,Neutral.Detergent.Fiber.DM,74,nIR,% dry mass,Steve Allison
11HLC2C,Neutral.Detergent.Fiber.DM,71.1,nIR,% dry mass,Steve Allison
11HLC3A,Neutral.Detergent.Fiber.DM,68,nIR,% dry mass,Steve Allison
11HLC3C,Neutral.Detergent.Fiber.DM,71.7,nIR,% dry mass,Steve Allison
11HRA1A,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11HRA1B,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11HRA2A,Neutral.Detergent.Fiber.DM,76.5,nIR,% dry mass,Steve Allison
11HRA2B,Neutral.Detergent.Fiber.DM,76.2,nIR,% dry mass,Steve Allison
11HRA3A,Neutral.Detergent.Fiber.DM,73,nIR,% dry mass,Steve Allison
11HRA3B,Neutral.Detergent.Fiber.DM,73.5,nIR,% dry mass,Steve Allison
11HRB1A,Neutral.Detergent.Fiber.DM,73.3,nIR,% dry mass,Steve Allison
11HRB1B,Neutral.Detergent.Fiber.DM,78.8,nIR,% dry mass,Steve Allison
11HRB2A,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11HRB2B,Neutral.Detergent.Fiber.DM,76.4,nIR,% dry mass,Steve Allison
11HRB3A,Neutral.Detergent.Fiber.DM,75.7,nIR,% dry mass,Steve Allison
11HRB3B,Neutral.Detergent.Fiber.DM,75.3,nIR,% dry mass,Steve Allison
11JRA1A,Neutral.Detergent.Fiber.DM,70.4,nIR,% dry mass,Steve Allison
11JRA1C,Neutral.Detergent.Fiber.DM,71.5,nIR,% dry mass,Steve Allison
11JRA2A,Neutral.Detergent.Fiber.DM,76,nIR,% dry mass,Steve Allison
11JRA2C,Neutral.Detergent.Fiber.DM,71.2,nIR,% dry mass,Steve Allison
11JRA3A,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11JRA3C,Neutral.Detergent.Fiber.DM,73.8,nIR,% dry mass,Steve Allison
11JRC1A,Neutral.Detergent.Fiber.DM,73.9,nIR,% dry mass,Steve Allison
11JRC1C,Neutral.Detergent.Fiber.DM,68.4,nIR,% dry mass,Steve Allison
11JRC2A,Neutral.Detergent.Fiber.DM,71.6,nIR,% dry mass,Steve Allison
11JRC2C,Neutral.Detergent.Fiber.DM,68.8,nIR,% dry mass,Steve Allison
11JRC3A,Neutral.Detergent.Fiber.DM,71.7,nIR,% dry mass,Steve Allison
11JRC3C,Neutral.Detergent.Fiber.DM,67.6,nIR,% dry mass,Steve Allison
11KLA1A,Neutral.Detergent.Fiber.DM,74.2,nIR,% dry mass,Steve Allison
11KLA1B,Neutral.Detergent.Fiber.DM,74.6,nIR,% dry mass,Steve Allison
11KLA2A,Neutral.Detergent.Fiber.DM,74.1,nIR,% dry mass,Steve Allison
11KLA2B,Neutral.Detergent.Fiber.DM,76,nIR,% dry mass,Steve Allison
11KLA3A,Neutral.Detergent.Fiber.DM,74.1,nIR,% dry mass,Steve Allison
11KLA3B,Neutral.Detergent.Fiber.DM,74.6,nIR,% dry mass,Steve Allison
11KLB1A,Neutral.Detergent.Fiber.DM,79,nIR,% dry mass,Steve Allison
11KLB1B,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11KLB2A,Neutral.Detergent.Fiber.DM,78.5,nIR,% dry mass,Steve Allison
11KLB2B,Neutral.Detergent.Fiber.DM,77.9,nIR,% dry mass,Steve Allison
11KLB3A,Neutral.Detergent.Fiber.DM,73,nIR,% dry mass,Steve Allison
11KLB3B,Neutral.Detergent.Fiber.DM,72.8,nIR,% dry mass,Steve Allison
11KRA1A,Neutral.Detergent.Fiber.DM,76.3,nIR,% dry mass,Steve Allison
11KRA1B,Neutral.Detergent.Fiber.DM,74.8,nIR,% dry mass,Steve Allison
11KRA1C,Neutral.Detergent.Fiber.DM,76.4,nIR,% dry mass,Steve Allison
11KRA2A,Neutral.Detergent.Fiber.DM,78.8,nIR,% dry mass,Steve Allison
11KRA2B,Neutral.Detergent.Fiber.DM,74.8,nIR,% dry mass,Steve Allison
11KRA2C,Neutral.Detergent.Fiber.DM,74.1,nIR,% dry mass,Steve Allison
11KRA3A,Neutral.Detergent.Fiber.DM,74.3,nIR,% dry mass,Steve Allison
11KRA3B,Neutral.Detergent.Fiber.DM,73.9,nIR,% dry mass,Steve Allison
11KRA3C,Neutral.Detergent.Fiber.DM,74.7,nIR,% dry mass,Steve Allison
11KRB1A,Neutral.Detergent.Fiber.DM,78.5,nIR,% dry mass,Steve Allison
11KRB1B,Neutral.Detergent.Fiber.DM,78.5,nIR,% dry mass,Steve Allison
11KRB2A,Neutral.Detergent.Fiber.DM,79,nIR,% dry mass,Steve Allison
11KRB2B,Neutral.Detergent.Fiber.DM,73.7,nIR,% dry mass,Steve Allison
11KRB3A,Neutral.Detergent.Fiber.DM,74.8,nIR,% dry mass,Steve Allison
11KRB3B,Neutral.Detergent.Fiber.DM,77.1,nIR,% dry mass,Steve Allison
11KRC1A,Neutral.Detergent.Fiber.DM,71.6,nIR,% dry mass,Steve Allison
11KRC1C,Neutral.Detergent.Fiber.DM,71.3,nIR,% dry mass,Steve Allison
11KRC2A,Neutral.Detergent.Fiber.DM,68.9,nIR,% dry mass,Steve Allison
11KRC2C,Neutral.Detergent.Fiber.DM,72.2,nIR,% dry mass,Steve Allison
11KRC3A,Neutral.Detergent.Fiber.DM,69.8,nIR,% dry mass,Steve Allison
11KRC3C,Neutral.Detergent.Fiber.DM,69,nIR,% dry mass,Steve Allison
11MRA1A,Neutral.Detergent.Fiber.DM,71.9,nIR,% dry mass,Steve Allison
11MRA1C,Neutral.Detergent.Fiber.DM,74.4,nIR,% dry mass,Steve Allison
11MRA2A,Neutral.Detergent.Fiber.DM,72.6,nIR,% dry mass,Steve Allison
11MRA2C,Neutral.Detergent.Fiber.DM,73,nIR,% dry mass,Steve Allison
11MRA3A,Neutral.Detergent.Fiber.DM,70.6,nIR,% dry mass,Steve Allison
11MRA3C,Neutral.Detergent.Fiber.DM,74.2,nIR,% dry mass,Steve Allison
11MRC1A,Neutral.Detergent.Fiber.DM,66.4,nIR,% dry mass,Steve Allison
11MRC1C,Neutral.Detergent.Fiber.DM,70.2,nIR,% dry mass,Steve Allison
11MRC2A,Neutral.Detergent.Fiber.DM,67.3,nIR,% dry mass,Steve Allison
11MRC2C,Neutral.Detergent.Fiber.DM,59.1,nIR,% dry mass,Steve Allison
11MRC3A,Neutral.Detergent.Fiber.DM,70.1,nIR,% dry mass,Steve Allison
11MRC3C,Neutral.Detergent.Fiber.DM,66.1,nIR,% dry mass,Steve Allison
11NRA1A,Neutral.Detergent.Fiber.DM,72.6,nIR,% dry mass,Steve Allison
11NRA1C,Neutral.Detergent.Fiber.DM,69.5,nIR,% dry mass,Steve Allison
11NRA2A,Neutral.Detergent.Fiber.DM,70.1,nIR,% dry mass,Steve Allison
11NRA2C,Neutral.Detergent.Fiber.DM,69.5,nIR,% dry mass,Steve Allison
11NRA3A,Neutral.Detergent.Fiber.DM,78.2,nIR,% dry mass,Steve Allison
11NRA3C,Neutral.Detergent.Fiber.DM,76.5,nIR,% dry mass,Steve Allison
11NRC1A,Neutral.Detergent.Fiber.DM,67.3,nIR,% dry mass,Steve Allison
11NRC1C,Neutral.Detergent.Fiber.DM,69.2,nIR,% dry mass,Steve Allison
11NRC2A,Neutral.Detergent.Fiber.DM,68,nIR,% dry mass,Steve Allison
11NRC2C,Neutral.Detergent.Fiber.DM,72.2,nIR,% dry mass,Steve Allison
11NRC3A,Neutral.Detergent.Fiber.DM,63.6,nIR,% dry mass,Steve Allison
11NRC3C,Neutral.Detergent.Fiber.DM,67.7,nIR,% dry mass,Steve Allison
11OLA1A,Neutral.Detergent.Fiber.DM,72.1,nIR,% dry mass,Steve Allison
11OLA1B,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11OLA2A,Neutral.Detergent.Fiber.DM,74.2,nIR,% dry mass,Steve Allison
11OLA2B,Neutral.Detergent.Fiber.DM,78.6,nIR,% dry mass,Steve Allison
11OLA3A,Neutral.Detergent.Fiber.DM,74,nIR,% dry mass,Steve Allison
11OLA3B,Neutral.Detergent.Fiber.DM,73.4,nIR,% dry mass,Steve Allison
11OLB1A,Neutral.Detergent.Fiber.DM,77.9,nIR,% dry mass,Steve Allison
11OLB1B,Neutral.Detergent.Fiber.DM,80.2,nIR,% dry mass,Steve Allison
11OLB2A,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11OLB2B,Neutral.Detergent.Fiber.DM,73.2,nIR,% dry mass,Steve Allison
11OLB3A,Neutral.Detergent.Fiber.DM,80.2,nIR,% dry mass,Steve Allison
11OLB3B,Neutral.Detergent.Fiber.DM,79.9,nIR,% dry mass,Steve Allison
11ORA1A,Neutral.Detergent.Fiber.DM,77.3,nIR,% dry mass,Steve Allison
11ORA1B,Neutral.Detergent.Fiber.DM,76.8,nIR,% dry mass,Steve Allison
11ORA1C,Neutral.Detergent.Fiber.DM,76,nIR,% dry mass,Steve Allison
11ORA2A,Neutral.Detergent.Fiber.DM,76.8,nIR,% dry mass,Steve Allison
11ORA2B,Neutral.Detergent.Fiber.DM,77,nIR,% dry mass,Steve Allison
11ORA2C,Neutral.Detergent.Fiber.DM,75.3,nIR,% dry mass,Steve Allison
11ORA3A,Neutral.Detergent.Fiber.DM,73,nIR,% dry mass,Steve Allison
11ORA3B,Neutral.Detergent.Fiber.DM,75.1,nIR,% dry mass,Steve Allison
11ORA3C,Neutral.Detergent.Fiber.DM,74.5,nIR,% dry mass,Steve Allison
11ORB1A,Neutral.Detergent.Fiber.DM,78.1,nIR,% dry mass,Steve Allison
11ORB1B,Neutral.Detergent.Fiber.DM,79.9,nIR,% dry mass,Steve Allison
11ORB2A,Neutral.Detergent.Fiber.DM,78.7,nIR,% dry mass,Steve Allison
11ORB2B,Neutral.Detergent.Fiber.DM,79.8,nIR,% dry mass,Steve Allison
11ORB3A,Neutral.Detergent.Fiber.DM,75.7,nIR,% dry mass,Steve Allison
11ORB3B,Neutral.Detergent.Fiber.DM,78.6,nIR,% dry mass,Steve Allison
11ORC1A,Neutral.Detergent.Fiber.DM,70.6,nIR,% dry mass,Steve Allison
11ORC1C,Neutral.Detergent.Fiber.DM,71.4,nIR,% dry mass,Steve Allison
11ORC2A,Neutral.Detergent.Fiber.DM,69.4,nIR,% dry mass,Steve Allison
11ORC2C,Neutral.Detergent.Fiber.DM,74.8,nIR,% dry mass,Steve Allison
11ORC3A,Neutral.Detergent.Fiber.DM,71.6,nIR,% dry mass,Steve Allison
11ORC3C,Neutral.Detergent.Fiber.DM,71,nIR,% dry mass,Steve Allison
11QLA1A,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11QLA1B,Neutral.Detergent.Fiber.DM,76.1,nIR,% dry mass,Steve Allison
11QLA2A,Neutral.Detergent.Fiber.DM,74.9,nIR,% dry mass,Steve Allison
11QLA2B,Neutral.Detergent.Fiber.DM,74.9,nIR,% dry mass,Steve Allison
11QLA3A,Neutral.Detergent.Fiber.DM,68.3,nIR,% dry mass,Steve Allison
11QLA3B,Neutral.Detergent.Fiber.DM,76,nIR,% dry mass,Steve Allison
11QLB1A,Neutral.Detergent.Fiber.DM,75.3,nIR,% dry mass,Steve Allison
11QLB1B,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11QLB2A,Neutral.Detergent.Fiber.DM,74.1,nIR,% dry mass,Steve Allison
11QLB2B,Neutral.Detergent.Fiber.DM,77.9,nIR,% dry mass,Steve Allison
11QLB3A,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11QLB3B,Neutral.Detergent.Fiber.DM,78.9,nIR,% dry mass,Steve Allison
11QRA1A,Neutral.Detergent.Fiber.DM,76.8,nIR,% dry mass,Steve Allison
11QRA1B,Neutral.Detergent.Fiber.DM,77.7,nIR,% dry mass,Steve Allison
11QRA1C,Neutral.Detergent.Fiber.DM,76.7,nIR,% dry mass,Steve Allison
11QRA2A,Neutral.Detergent.Fiber.DM,74.6,nIR,% dry mass,Steve Allison
11QRA2B,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11QRA2C,Neutral.Detergent.Fiber.DM,76.8,nIR,% dry mass,Steve Allison
11QRA3A,Neutral.Detergent.Fiber.DM,76.4,nIR,% dry mass,Steve Allison
11QRA3B,Neutral.Detergent.Fiber.DM,72.9,nIR,% dry mass,Steve Allison
11QRA3C,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11QRB1A,Neutral.Detergent.Fiber.DM,78.3,nIR,% dry mass,Steve Allison
11QRB1B,Neutral.Detergent.Fiber.DM,78.9,nIR,% dry mass,Steve Allison
11QRB2A,Neutral.Detergent.Fiber.DM,76.9,nIR,% dry mass,Steve Allison
11QRB2B,Neutral.Detergent.Fiber.DM,77.2,nIR,% dry mass,Steve Allison
11QRB3A,Neutral.Detergent.Fiber.DM,72.2,nIR,% dry mass,Steve Allison
11QRB3B,Neutral.Detergent.Fiber.DM,77.7,nIR,% dry mass,Steve Allison
11QRC1A,Neutral.Detergent.Fiber.DM,72.5,nIR,% dry mass,Steve Allison
11QRC1C,Neutral.Detergent.Fiber.DM,68,nIR,% dry mass,Steve Allison
11QRC2A,Neutral.Detergent.Fiber.DM,71.1,nIR,% dry mass,Steve Allison
11QRC2C,Neutral.Detergent.Fiber.DM,68.7,nIR,% dry mass,Steve Allison
11QRC3A,Neutral.Detergent.Fiber.DM,71.9,nIR,% dry mass,Steve Allison
11QRC3C,Neutral.Detergent.Fiber.DM,71.6,nIR,% dry mass,Steve Allison
11RLA1A,Neutral.Detergent.Fiber.DM,75.5,nIR,% dry mass,Steve Allison
11RLA1B,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11RLA1C,Neutral.Detergent.Fiber.DM,76.6,nIR,% dry mass,Steve Allison
11RLA2A,Neutral.Detergent.Fiber.DM,76.8,nIR,% dry mass,Steve Allison
11RLA2B,Neutral.Detergent.Fiber.DM,77.5,nIR,% dry mass,Steve Allison
11RLA2C,Neutral.Detergent.Fiber.DM,75.9,nIR,% dry mass,Steve Allison
11RLA3A,Neutral.Detergent.Fiber.DM,75,nIR,% dry mass,Steve Allison
11RLA3B,Neutral.Detergent.Fiber.DM,76.9,nIR,% dry mass,Steve Allison
11RLA3C,Neutral.Detergent.Fiber.DM,75.4,nIR,% dry mass,Steve Allison
11RLB1A,Neutral.Detergent.Fiber.DM,77.2,nIR,% dry mass,Steve Allison
11RLB1B,Neutral.Detergent.Fiber.DM,80.9,nIR,% dry mass,Steve Allison
11RLB2A,Neutral.Detergent.Fiber.DM,77.2,nIR,% dry mass,Steve Allison
11RLB2B,Neutral.Detergent.Fiber.DM,77.4,nIR,% dry mass,Steve Allison
11RLB3A,Neutral.Detergent.Fiber.DM,78,nIR,% dry mass,Steve Allison
11RLB3B,Neutral.Detergent.Fiber.DM,76.6,nIR,% dry mass,Steve Allison
11RLC1A,Neutral.Detergent.Fiber.DM,69.2,nIR,% dry mass,Steve Allison
11RLC1C,Neutral.Detergent.Fiber.DM,72.4,nIR,% dry mass,Steve Allison
11RLC2A,Neutral.Detergent.Fiber.DM,71.3,nIR,% dry mass,Steve Allison
11RLC2C,Neutral.Detergent.Fiber.DM,72.7,nIR,% dry mass,Steve Allison
11RLC3A,Neutral.Detergent.Fiber.DM,69.4,nIR,% dry mass,Steve Allison
